Location,Month,Pollutant,Concentration
IRK SMEATON WPC WORKS FINAL EFFLUEN,06,Ammonia(N),0.5000
IRK SMEATON WPC WORKS FINAL EFFLUEN,06,BOD ATU,3.0000
IRK SMEATON WPC WORKS FINAL EFFLUEN,07,Ammonia(N),0.5000
IRK SMEATON WPC WORKS FINAL EFFLUEN,07,BOD ATU,3.0000
IRK SMEATON WPC WORKS FINAL EFFLUEN,08,Ammonia(N),1.3000
IRK SMEATON WPC WORKS FINAL EFFLUEN,08,BOD ATU,5.0000
IRK SMEATON WPC WORKS FINAL EFFLUEN,09,Ammonia(N),0.5000
IRK SMEATON WPC WORKS FINAL EFFLUEN,09,BOD ATU,2.0000
IRK SMEATON WPC WORKS FINAL EFFLUEN,10,Ammonia(N),0.5000
IRK SMEATON WPC WORKS FINAL EFFLUEN,10,BOD ATU,3.0000
IRKBY FLEETHAM STW FINAL EFFLUEN,01,Ammonia(N),0.6000
IRKBY FLEETHAM STW FINAL EFFLUEN,01,BOD ATU,11.0000
IRKBY FLEETHAM STW FINAL EFFLUEN,02,Ammonia(N),0.5000
IRKBY FLEETHAM STW FINAL EFFLUEN,02,BOD ATU,10.0000
IRKBY FLEETHAM STW FINAL EFFLUEN,03,Ammonia(N),0.7000
IRKBY FLEETHAM STW FINAL EFFLUEN,03,BOD ATU,10.0000
IRKBY FLEETHAM STW FINAL EFFLUEN,04,Ammonia(N),0.8000
IRKBY FLEETHAM STW FINAL EFFLUEN,04,BOD ATU,8.0000
IRKBY FLEETHAM STW FINAL EFFLUEN,05,Ammonia(N),0.5000
IRKBY FLEETHAM STW FINAL EFFLUEN,05,BOD ATU,11.0000
IRKBY FLEETHAM STW FINAL EFFLUEN,07,Ammonia(N),1.6500
IRKBY FLEETHAM STW FINAL EFFLUEN,07,BOD ATU,9.0000
IRKBY FLEETHAM STW FINAL EFFLUEN,09,Ammonia(N),2.4000
IRKBY FLEETHAM STW FINAL EFFLUEN,09,BOD ATU,10.5000
IRKBY FLEETHAM STW FINAL EFFLUEN,10,Ammonia(N),2.4000
IRKBY FLEETHAM STW FINAL EFFLUEN,10,BOD ATU,8.0000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,01,Ammonia(N),0.7000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,01,BOD ATU,7.0000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,02,Ammonia(N),0.5000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,02,BOD ATU,5.0000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,03,Ammonia(N),0.5000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,03,BOD ATU,9.0000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,04,Ammonia(N),0.5000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,04,BOD ATU,7.0000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,05,Ammonia(N),0.5000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,05,BOD ATU,5.0000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,06,Ammonia(N),0.5000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,06,BOD ATU,10.0000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,07,Ammonia(N),0.5000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,07,BOD ATU,8.0000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,08,Ammonia(N),0.5000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,08,BOD ATU,5.0000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,09,Ammonia(N),0.5000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,09,BOD ATU,2.0000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,10,Ammonia(N),0.8000
IRKBY MALZEARD WPC WORKS FINAL EFFLUEN,10,BOD ATU,7.0000
IRKBYMOORSIDE STW CRUDE INLE,01,BOD ATU,318.0000
IRKBYMOORSIDE STW CRUDE INLE,01,COD as O2,910.0000
IRKBYMOORSIDE STW CRUDE INLE,04,BOD ATU,310.0000
IRKBYMOORSIDE STW CRUDE INLE,04,COD as O2,677.0000
IRKBYMOORSIDE STW CRUDE INLE,07,BOD ATU,400.0000
IRKBYMOORSIDE STW CRUDE INLE,07,COD as O2,1410.0000
IRKBYMOORSIDE STW CRUDE INLE,10,BOD ATU,299.0000
IRKBYMOORSIDE STW CRUDE INLE,10,COD as O2,979.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,01,Ammonia(N),0.5000
IRKBYMOORSIDE STW FINAL EFFLUEN,01,BOD ATU,6.5000
IRKBYMOORSIDE STW FINAL EFFLUEN,01,COD as O2,37.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,01,PE - Calc,3689.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,01,Samp Freq,4.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,02,Ammonia(N),2.3000
IRKBYMOORSIDE STW FINAL EFFLUEN,02,BOD ATU,7.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,03,Ammonia(N),1.2000
IRKBYMOORSIDE STW FINAL EFFLUEN,03,BOD ATU,8.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,04,Ammonia(N),0.5000
IRKBYMOORSIDE STW FINAL EFFLUEN,04,BOD ATU,9.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,04,COD as O2,49.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,05,Ammonia(N),2.1000
IRKBYMOORSIDE STW FINAL EFFLUEN,05,BOD ATU,11.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,06,Ammonia(N),1.1000
IRKBYMOORSIDE STW FINAL EFFLUEN,06,BOD ATU,6.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,07,Ammonia(N),2.9000
IRKBYMOORSIDE STW FINAL EFFLUEN,07,BOD ATU,10.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,07,COD as O2,38.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,08,Ammonia(N),0.5000
IRKBYMOORSIDE STW FINAL EFFLUEN,08,BOD ATU,4.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,09,Ammonia(N),0.6000
IRKBYMOORSIDE STW FINAL EFFLUEN,09,BOD ATU,3.0000
IRKBYMOORSIDE STW FINAL EFFLUEN,10,Ammonia(N),1.3000
IRKBYMOORSIDE STW FINAL EFFLUEN,10,BOD ATU,6.5000
IRKBYMOORSIDE STW FINAL EFFLUEN,10,COD as O2,41.0000
IRKDALE BECK AT STONE HOUSE FOR,06,Alky pH 4.5,27.0000
IRKDALE BECK AT STONE HOUSE FOR,06,Ammonia(N),0.0300
IRKDALE BECK AT STONE HOUSE FOR,06,Cond @ 25C,120.0000
IRKDALE BECK AT STONE HOUSE FOR,06,NH3 un-ion,0.0006
IRKDALE BECK AT STONE HOUSE FOR,06,Nitrate-N,0.1960
IRKDALE BECK AT STONE HOUSE FOR,06,Nitrite-N,0.0040
IRKDALE BECK AT STONE HOUSE FOR,06,O Diss %sat,9901.0000
IRKDALE BECK AT STONE HOUSE FOR,06,Temp Water,13.1000
IRKDALE BECK AT STONE HOUSE FOR,06,pH,7.9100
IRKDALE BECK AT STONE HOUSE FOR,07,Alky pH 4.5,30.0000
IRKDALE BECK AT STONE HOUSE FOR,07,Ammonia(N),0.0300
IRKDALE BECK AT STONE HOUSE FOR,07,Cond @ 25C,95.0000
IRKDALE BECK AT STONE HOUSE FOR,07,NH3 un-ion,0.0008
IRKDALE BECK AT STONE HOUSE FOR,07,Nitrate-N,0.1960
IRKDALE BECK AT STONE HOUSE FOR,07,Nitrite-N,0.0040
IRKDALE BECK AT STONE HOUSE FOR,07,O Diss %sat,9901.0000
IRKDALE BECK AT STONE HOUSE FOR,07,Temp Water,16.1000
IRKDALE BECK AT STONE HOUSE FOR,07,pH,8.1300
IRKDALE BECK AT STONE HOUSE FOR,08,Alky pH 4.5,14.0000
IRKDALE BECK AT STONE HOUSE FOR,08,Ammonia(N),0.0300
IRKDALE BECK AT STONE HOUSE FOR,08,Cond @ 25C,55.0000
IRKDALE BECK AT STONE HOUSE FOR,08,NH3 un-ion,0.0006
IRKDALE BECK AT STONE HOUSE FOR,08,Nitrate-N,0.1960
IRKDALE BECK AT STONE HOUSE FOR,08,Nitrite-N,0.0040
IRKDALE BECK AT STONE HOUSE FOR,08,O Diss %sat,9901.0000
IRKDALE BECK AT STONE HOUSE FOR,08,Temp Water,14.8000
IRKDALE BECK AT STONE HOUSE FOR,08,pH,7.8700
IRKDALE BECK AT STONE HOUSE FOR,09,Alky pH 4.5,17.0000
IRKDALE BECK AT STONE HOUSE FOR,09,Ammonia(N),0.0300
IRKDALE BECK AT STONE HOUSE FOR,09,Cond @ 25C,52.0000
IRKDALE BECK AT STONE HOUSE FOR,09,NH3 un-ion,0.0006
IRKDALE BECK AT STONE HOUSE FOR,09,Nitrate-N,0.1960
IRKDALE BECK AT STONE HOUSE FOR,09,Nitrite-N,0.0040
IRKDALE BECK AT STONE HOUSE FOR,09,O Diss %sat,9901.0000
IRKDALE BECK AT STONE HOUSE FOR,09,Temp Water,14.3000
IRKDALE BECK AT STONE HOUSE FOR,09,pH,7.9300
IRKDALE BECK AT STONE HOUSE FOR,10,Alky pH 4.5,13.0000
IRKDALE BECK AT STONE HOUSE FOR,10,Ammonia(N),0.0300
IRKDALE BECK AT STONE HOUSE FOR,10,Cond @ 25C,50.0000
IRKDALE BECK AT STONE HOUSE FOR,10,NH3 un-ion,0.0002
IRKDALE BECK AT STONE HOUSE FOR,10,Nitrate-N,0.1960
IRKDALE BECK AT STONE HOUSE FOR,10,Nitrite-N,0.0040
IRKDALE BECK AT STONE HOUSE FOR,10,O Diss %sat,9901.0000
IRKDALE BECK AT STONE HOUSE FOR,10,Temp Water,9.1000
IRKDALE BECK AT STONE HOUSE FOR,10,pH,7.5500
IRKS GILL NEAR LOW HOUSE,01,C - Org Filt,301.0000
IRKS GILL NEAR LOW HOUSE,01,pH,7.6000
IRKS GILL NEAR LOW HOUSE,02,C - Org Filt,301.0000
IRKS GILL NEAR LOW HOUSE,02,pH,7.7700
IRKS GILL NEAR LOW HOUSE,03,C - Org Filt,301.0000
IRKS GILL NEAR LOW HOUSE,03,pH,8.2200
ISHFORTH WPC WORKS FINAL EFFLUEN,01,Ammonia(N),0.5000
ISHFORTH WPC WORKS FINAL EFFLUEN,01,BOD ATU,9.0000
ISHFORTH WPC WORKS FINAL EFFLUEN,02,Ammonia(N),0.5000
ISHFORTH WPC WORKS FINAL EFFLUEN,02,BOD ATU,7.0000
ISHFORTH WPC WORKS FINAL EFFLUEN,03,Ammonia(N),0.5000
ISHFORTH WPC WORKS FINAL EFFLUEN,03,BOD ATU,7.0000
ISHFORTH WPC WORKS FINAL EFFLUEN,04,Ammonia(N),0.5000
ISHFORTH WPC WORKS FINAL EFFLUEN,04,BOD ATU,7.0000
ISHFORTH WPC WORKS FINAL EFFLUEN,05,Ammonia(N),0.5000
ISHFORTH WPC WORKS FINAL EFFLUEN,05,BOD ATU,7.0000
ISHFORTH WPC WORKS FINAL EFFLUEN,06,Ammonia(N),0.5000
ISHFORTH WPC WORKS FINAL EFFLUEN,06,BOD ATU,8.0000
ISHFORTH WPC WORKS FINAL EFFLUEN,07,Ammonia(N),0.5000
ISHFORTH WPC WORKS FINAL EFFLUEN,07,BOD ATU,5.0000
ISHFORTH WPC WORKS FINAL EFFLUEN,08,Ammonia(N),0.5000
ISHFORTH WPC WORKS FINAL EFFLUEN,08,BOD ATU,9.0000
ISHFORTH WPC WORKS FINAL EFFLUEN,09,Ammonia(N),0.5000
ISHFORTH WPC WORKS FINAL EFFLUEN,09,BOD ATU,4.0000
ISHFORTH WPC WORKS FINAL EFFLUEN,10,Ammonia(N),0.5000
ISHFORTH WPC WORKS FINAL EFFLUEN,10,BOD ATU,6.0000
ISHFORTH WPC WORKS FINAL EFFLUEN,11,Ammonia(N),0.5000
ISHFORTH WPC WORKS FINAL EFFLUEN,11,BOD ATU,9.0000
ISHFORTH WPC WORKS FINAL EFFLUEN,11,Iron - as Fe,90.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,01,Alky pH 4.5,220.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,01,Ammonia(N),0.0470
ISHOP DIKE AT TILE BRIDGE - CAWOO,01,Cond @ 25C,889.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,01,NH3 un-ion,0.0004
ISHOP DIKE AT TILE BRIDGE - CAWOO,01,Nitrate-N,6.9500
ISHOP DIKE AT TILE BRIDGE - CAWOO,01,Nitrite-N,0.0460
ISHOP DIKE AT TILE BRIDGE - CAWOO,01,O Diss %sat,9901.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,01,Temp Water,6.2000
ISHOP DIKE AT TILE BRIDGE - CAWOO,01,pH,7.7500
ISHOP DIKE AT TILE BRIDGE - CAWOO,02,Alky pH 4.5,320.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,02,Ammonia(N),0.0330
ISHOP DIKE AT TILE BRIDGE - CAWOO,02,BOD ATU,1.1000
ISHOP DIKE AT TILE BRIDGE - CAWOO,02,Cond @ 25C,1217.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,02,NH3 un-ion,0.0004
ISHOP DIKE AT TILE BRIDGE - CAWOO,02,Nitrate-N,11.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,02,Nitrite-N,0.0160
ISHOP DIKE AT TILE BRIDGE - CAWOO,02,O Diss %sat,9901.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,02,Temp Water,9.1000
ISHOP DIKE AT TILE BRIDGE - CAWOO,02,pH,7.9000
ISHOP DIKE AT TILE BRIDGE - CAWOO,03,Alky pH 4.5,280.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,03,Ammonia(N),0.0300
ISHOP DIKE AT TILE BRIDGE - CAWOO,03,BOD ATU,1.2000
ISHOP DIKE AT TILE BRIDGE - CAWOO,03,Cond @ 25C,1168.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,03,NH3 un-ion,0.0005
ISHOP DIKE AT TILE BRIDGE - CAWOO,03,Nitrate-N,9.9700
ISHOP DIKE AT TILE BRIDGE - CAWOO,03,Nitrite-N,0.0350
ISHOP DIKE AT TILE BRIDGE - CAWOO,03,O Diss %sat,9901.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,03,Temp Water,10.1000
ISHOP DIKE AT TILE BRIDGE - CAWOO,03,pH,7.9400
ISHOP DIKE AT TILE BRIDGE - CAWOO,04,Alky pH 4.5,310.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,04,Ammonia(N),0.0300
ISHOP DIKE AT TILE BRIDGE - CAWOO,04,BOD ATU,2.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,04,Cond @ 25C,1228.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,04,NH3 un-ion,0.0005
ISHOP DIKE AT TILE BRIDGE - CAWOO,04,Nitrate-N,9.7800
ISHOP DIKE AT TILE BRIDGE - CAWOO,04,Nitrite-N,0.0170
ISHOP DIKE AT TILE BRIDGE - CAWOO,04,O Diss %sat,9901.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,04,Temp Water,9.4000
ISHOP DIKE AT TILE BRIDGE - CAWOO,04,pH,8.4200
ISHOP DIKE AT TILE BRIDGE - CAWOO,05,Alky pH 4.5,300.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,05,Ammonia(N),0.0930
ISHOP DIKE AT TILE BRIDGE - CAWOO,05,BOD ATU,1.1000
ISHOP DIKE AT TILE BRIDGE - CAWOO,05,Cond @ 25C,1216.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,05,NH3 un-ion,0.0020
ISHOP DIKE AT TILE BRIDGE - CAWOO,05,Nitrate-N,8.8400
ISHOP DIKE AT TILE BRIDGE - CAWOO,05,Nitrite-N,0.0650
ISHOP DIKE AT TILE BRIDGE - CAWOO,05,O Diss %sat,9901.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,05,Temp Water,14.7000
ISHOP DIKE AT TILE BRIDGE - CAWOO,05,pH,7.9300
ISHOP DIKE AT TILE BRIDGE - CAWOO,06,Alky pH 4.5,270.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,06,Ammonia(N),0.0300
ISHOP DIKE AT TILE BRIDGE - CAWOO,06,BOD ATU,1.5000
ISHOP DIKE AT TILE BRIDGE - CAWOO,06,Cond @ 25C,1278.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,06,NH3 un-ion,0.0008
ISHOP DIKE AT TILE BRIDGE - CAWOO,06,Nitrate-N,6.9600
ISHOP DIKE AT TILE BRIDGE - CAWOO,06,Nitrite-N,0.0390
ISHOP DIKE AT TILE BRIDGE - CAWOO,06,O Diss %sat,9901.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,06,Temp Water,15.1000
ISHOP DIKE AT TILE BRIDGE - CAWOO,06,pH,8.3300
ISHOP DIKE AT TILE BRIDGE - CAWOO,07,Alky pH 4.5,280.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,07,Ammonia(N),0.0300
ISHOP DIKE AT TILE BRIDGE - CAWOO,07,BOD ATU,1.3000
ISHOP DIKE AT TILE BRIDGE - CAWOO,07,Cond @ 25C,1350.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,07,NH3 un-ion,0.0005
ISHOP DIKE AT TILE BRIDGE - CAWOO,07,Nitrate-N,6.0300
ISHOP DIKE AT TILE BRIDGE - CAWOO,07,Nitrite-N,0.0750
ISHOP DIKE AT TILE BRIDGE - CAWOO,07,O Diss %sat,9901.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,07,Temp Water,16.9000
ISHOP DIKE AT TILE BRIDGE - CAWOO,07,pH,7.7700
ISHOP DIKE AT TILE BRIDGE - CAWOO,08,Alky pH 4.5,320.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,08,Ammonia(N),0.0380
ISHOP DIKE AT TILE BRIDGE - CAWOO,08,BOD ATU,2.2000
ISHOP DIKE AT TILE BRIDGE - CAWOO,08,Cond @ 25C,1463.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,08,NH3 un-ion,0.0009
ISHOP DIKE AT TILE BRIDGE - CAWOO,08,Nitrate-N,6.2600
ISHOP DIKE AT TILE BRIDGE - CAWOO,08,Nitrite-N,0.0370
ISHOP DIKE AT TILE BRIDGE - CAWOO,08,O Diss %sat,9901.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,08,Temp Water,15.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,08,pH,7.9800
ISHOP DIKE AT TILE BRIDGE - CAWOO,09,Alky pH 4.5,300.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,09,Ammonia(N),0.0770
ISHOP DIKE AT TILE BRIDGE - CAWOO,09,BOD ATU,1.6000
ISHOP DIKE AT TILE BRIDGE - CAWOO,09,Cond @ 25C,1405.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,09,NH3 un-ion,0.0015
ISHOP DIKE AT TILE BRIDGE - CAWOO,09,Nitrate-N,6.7700
ISHOP DIKE AT TILE BRIDGE - CAWOO,09,Nitrite-N,0.0310
ISHOP DIKE AT TILE BRIDGE - CAWOO,09,O Diss %sat,9901.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,09,Temp Water,10.9000
ISHOP DIKE AT TILE BRIDGE - CAWOO,09,pH,7.9900
ISHOP DIKE AT TILE BRIDGE - CAWOO,10,Alky pH 4.5,320.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,10,Ammonia(N),0.0450
ISHOP DIKE AT TILE BRIDGE - CAWOO,10,BOD ATU,1.5000
ISHOP DIKE AT TILE BRIDGE - CAWOO,10,Cond @ 25C,1343.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,10,NH3 un-ion,0.0008
ISHOP DIKE AT TILE BRIDGE - CAWOO,10,Nitrate-N,8.0600
ISHOP DIKE AT TILE BRIDGE - CAWOO,10,Nitrite-N,0.0400
ISHOP DIKE AT TILE BRIDGE - CAWOO,10,O Diss %sat,9901.0000
ISHOP DIKE AT TILE BRIDGE - CAWOO,10,Temp Water,10.2000
ISHOP DIKE AT TILE BRIDGE - CAWOO,10,pH,8.3000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,01,Ammonia(N),0.6000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,01,BOD ATU,3.0000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,02,Ammonia(N),0.5000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,02,BOD ATU,6.0000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,03,Ammonia(N),0.5000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,03,BOD ATU,3.0000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,04,Ammonia(N),0.5000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,04,BOD ATU,3.0000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,05,Ammonia(N),0.5000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,05,BOD ATU,3.0000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,06,Ammonia(N),0.5000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,06,BOD ATU,3.0000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,07,Ammonia(N),0.5000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,07,BOD ATU,3.0000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,08,Ammonia(N),0.5000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,08,BOD ATU,1.9000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,09,Ammonia(N),0.5000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,09,BOD ATU,4.0000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,10,Ammonia(N),0.5000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,10,BOD ATU,2.0000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,11,Ammonia(N),0.5000
ISHOP MONKTON WPC WORKS FINAL EFFLUEN,11,BOD ATU,3.0000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,01,Ammonia(N),2.2000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,01,BOD ATU,9.0000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,02,Ammonia(N),0.5000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,02,BOD ATU,8.0000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,03,Ammonia(N),0.5000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,03,BOD ATU,7.0000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,05,Ammonia(N),0.5000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,05,BOD ATU,4.5000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,07,Ammonia(N),0.7500
ISHOP WILTON WPC WORKS FINAL EFFLUEN,07,BOD ATU,6.0000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,08,Ammonia(N),2.0000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,08,BOD ATU,5.0000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,09,Ammonia(N),0.5000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,09,BOD ATU,1.9000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,10,Ammonia(N),0.5000
ISHOP WILTON WPC WORKS FINAL EFFLUEN,10,BOD ATU,1.9000
ISHOPDALE BECK AT A68,01,Ammonia(N),0.0318
ISHOPDALE BECK AT A68,01,Nitrate-N,1.2672
ISHOPDALE BECK AT A68,01,Nitrite-N,0.0040
ISHOPDALE BECK AT A68,01,Phosphate,0.0316
ISHOPDALE BECK AT A68,01,Temp Water,5.4800
ISHOPDALE BECK AT A68,02,Ammonia(N),0.0300
ISHOPDALE BECK AT A68,02,Nitrate-N,1.0280
ISHOPDALE BECK AT A68,02,Nitrite-N,0.0040
ISHOPDALE BECK AT A68,02,Phosphate,0.0200
ISHOPDALE BECK AT A68,02,Temp Water,6.3250
ISHOPDALE BECK AT A68,03,Ammonia(N),0.0302
ISHOPDALE BECK AT A68,03,Nitrate-N,0.7060
ISHOPDALE BECK AT A68,03,Nitrite-N,0.0040
ISHOPDALE BECK AT A68,03,Phosphate,0.0200
ISHOPDALE BECK AT A68,03,Temp Water,6.6750
ISHOPDALE BECK AT A68,04,Ammonia(N),0.0380
ISHOPDALE BECK AT A68,04,Nitrate-N,1.5770
ISHOPDALE BECK AT A68,04,Nitrite-N,0.0049
ISHOPDALE BECK AT A68,04,Phosphate,0.0382
ISHOPDALE BECK AT A68,04,Temp Water,8.0500
ISHOPDALE BECK AT A68,05,Ammonia(N),0.0300
ISHOPDALE BECK AT A68,05,Nitrate-N,0.5060
ISHOPDALE BECK AT A68,05,Nitrite-N,0.0040
ISHOPDALE BECK AT A68,05,Phosphate,0.0200
ISHOPDALE BECK AT A68,05,Temp Water,10.6000
ISHOPDALE BECK AT A68,06,Ammonia(N),0.0375
ISHOPDALE BECK AT A68,06,Nitrate-N,0.5570
ISHOPDALE BECK AT A68,06,Nitrite-N,0.0055
ISHOPDALE BECK AT A68,06,Phosphate,0.0320
ISHOPDALE BECK AT A68,06,Temp Water,11.6750
ISHOPDALE BECK AT A68,07,Ammonia(N),0.0315
ISHOPDALE BECK AT A68,07,Nitrate-N,0.5510
ISHOPDALE BECK AT A68,07,Nitrite-N,0.0042
ISHOPDALE BECK AT A68,07,Phosphate,0.0268
ISHOPDALE BECK AT A68,07,Temp Water,13.6250
ISHOPDALE BECK AT A68,08,Ammonia(N),0.0300
ISHOPDALE BECK AT A68,08,Nitrate-N,0.4680
ISHOPDALE BECK AT A68,08,Nitrite-N,0.0046
ISHOPDALE BECK AT A68,08,Phosphate,0.0210
ISHOPDALE BECK AT A68,08,Temp Water,14.0750
ISHOPDALE BECK AT A68,09,Ammonia(N),0.0300
ISHOPDALE BECK AT A68,09,Nitrate-N,0.4925
ISHOPDALE BECK AT A68,09,Nitrite-N,0.0050
ISHOPDALE BECK AT A68,09,Phosphate,0.0257
ISHOPDALE BECK AT A68,09,Temp Water,10.4500
ISHOPDALE BECK AT A68,10,Ammonia(N),0.0326
ISHOPDALE BECK AT A68,10,Nitrate-N,0.5980
ISHOPDALE BECK AT A68,10,Nitrite-N,0.0040
ISHOPDALE BECK AT A68,10,Phosphate,0.0202
ISHOPDALE BECK AT A68,10,Temp Water,10.0000
ISHOPSOIL DRAIN AT CHEAPSIDE,01,Alky pH 4.5,270.0000
ISHOPSOIL DRAIN AT CHEAPSIDE,01,Ammonia(N),16.0000
ISHOPSOIL DRAIN AT CHEAPSIDE,01,Chloride Ion,140.0000
ISHOPSOIL DRAIN AT CHEAPSIDE,01,Cond @ 25C,1309.0000
ISHOPSOIL DRAIN AT CHEAPSIDE,01,Flow Type,3.0000
ISHOPSOIL DRAIN AT CHEAPSIDE,01,NH3 un-ion,0.0667
ISHOPSOIL DRAIN AT CHEAPSIDE,01,Nitrate-N,5.4300
ISHOPSOIL DRAIN AT CHEAPSIDE,01,Nitrite-N,0.0720
ISHOPSOIL DRAIN AT CHEAPSIDE,01,O Diss %sat,9901.0000
ISHOPSOIL DRAIN AT CHEAPSIDE,01,Temp Water,6.7000
ISHOPSOIL DRAIN AT CHEAPSIDE,01,pH,7.4600
ISHOPSOIL DRAIN AT CHEAPSIDE,02,Alky pH 4.5,180.0000
ISHOPSOIL DRAIN AT CHEAPSIDE,02,Ammonia(N),0.3300
ISHOPSOIL DRAIN AT CHEAPSIDE,02,Chloride Ion,55.0000
